"aud" "all.tvs" "ATL.start" "MIA.start" "NYM.start" "PHI.start" "WAS.start" "CHC.start" "CIN.start" "MIL.start" "PIT.start" "STL.start" "AZ.start" "COL.start" "LAD.start" "SD.start" "SF.start" "BAL.start" "BOS.start" "NYY.start" "TB.start" "TOR.start" "CWS.start" "CLE.start" "DET.start" "KC.start" "MIN.start" "HOU.start" "LAA.start" "OAK.start" "SEA.start" "TEX.start" "ATL.dnp" "MIA.dnp" "NYM.dnp" "PHI.dnp" "WAS.dnp" "CHC.dnp" "CIN.dnp" "MIL.dnp" "PIT.dnp" "STL.dnp" "COL.dnp" "LAD.dnp" "SD.dnp" "SF.dnp" "BAL.dnp" "BOS.dnp" "NYY.dnp" "TB.dnp" "TOR.dnp" "CWS.dnp" "CLE.dnp" "DET.dnp" "KC.dnp" "MIN.dnp" "HOU.dnp" "LAA.dnp" "OAK.dnp" "SEA.dnp" "TEX.dnp" "ATL.reserve" "MIA.reserve" "NYM.reserve" "PHI.reserve" "WAS.reserve" "CHC.reserve" "CIN.reserve" "MIL.reserve" "PIT.reserve" "STL.reserve" "AZ.reserve" "COL.reserve" "LAD.reserve" "SD.reserve" "SF.reserve" "BAL.reserve" "BOS.reserve" "NYY.reserve" "TB.reserve" "TOR.reserve" "CWS.reserve" "CLE.reserve" "DET.reserve" "KC.reserve" "MIN.reserve" "HOU.reserve" "LAA.reserve" "OAK.reserve" "SEA.reserve" "TEX.reserve" "NYM.asgpitcher" "PHI.asgpitcher" "WAS.asgpitcher" "MIL.asgpitcher" "STL.asgpitcher" "COL.asgpitcher" "LAD.asgpitcher" "SD.asgpitcher" "SF.asgpitcher" "TB.asgpitcher" "TOR.asgpitcher" "CWS.asgpitcher" "CLE.asgpitcher" "DET.asgpitcher" "HOU.asgpitcher" "LAA.asgpitcher" "OAK.asgpitcher" "SEA.asgpitcher" "ATL.starter" "MIA.starter" "NYM.starter" "PHI.starter" "WAS.starter" "CHC.starter" "CIN.starter" "MIL.starter" "PIT.starter" "STL.starter" "AZ.starter" "COL.starter" "LAD.starter" "SD.starter" "SF.starter" "BAL.starter" "BOS.starter" "NYY.starter" "TB.starter" "TOR.starter" "CWS.starter" "CLE.starter" "DET.starter" "KC.starter" "MIN.starter" "HOU.starter" "LAA.starter" "OAK.starter" "SEA.starter" "TEX.starter" "ATL.bullpen" "MIA.bullpen" "NYM.bullpen" "PHI.bullpen" "WAS.bullpen" "CHC.bullpen" "CIN.bullpen" "MIL.bullpen" "PIT.bullpen" "STL.bullpen" "AZ.bullpen" "COL.bullpen" "LAD.bullpen" "SD.bullpen" "SF.bullpen" "BAL.bullpen" "BOS.bullpen" "NYY.bullpen" "TB.bullpen" "TOR.bullpen" "CWS.bullpen" "CLE.bullpen" "DET.bullpen" "KC.bullpen" "MIN.bullpen" "HOU.bullpen" "LAA.bullpen" "OAK.bullpen" "SEA.bullpen" "TEX.bullpen" "ATL.first" "MIA.first" "NYM.first" "PHI.first" "WAS.first" "CHC.first" "CIN.first" "MIL.first" "PIT.first" "STL.first" "AZ.first" "COL.first" "LAD.first" "SD.first" "SF.first" "BAL.first" "BOS.first" "NYY.first" "TB.first" "TOR.first" "CWS.first" "CLE.first" "DET.first" "KC.first" "MIN.first" "HOU.first" "LAA.first" "OAK.first" "SEA.first" "TEX.first" "ATL.frequent" "MIA.frequent" "NYM.frequent" "PHI.frequent" "WAS.frequent" "CHC.frequent" "CIN.frequent" "MIL.frequent" "PIT.frequent" "STL.frequent" "AZ.frequent" "COL.frequent" "LAD.frequent" "SF.frequent" "BAL.frequent" "BOS.frequent" "NYY.frequent" "TB.frequent" "TOR.frequent" "CWS.frequent" "DET.frequent" "KC.frequent" "MIN.frequent" "HOU.frequent" "LAA.frequent" "SEA.frequent" "TEX.frequent" "ATL.frequent.pitcher" "PHI.frequent.pitcher" "WAS.frequent.pitcher" "CHC.frequent.pitcher" "CIN.frequent.pitcher" "MIL.frequent.pitcher" "AZ.frequent.pitcher" "LAD.frequent.pitcher" "SD.frequent.pitcher" "SF.frequent.pitcher" "BOS.frequent.pitcher" "NYY.frequent.pitcher" "TB.frequent.pitcher" "TOR.frequent.pitcher" "CWS.frequent.pitcher" "DET.frequent.pitcher" "HOU.frequent.pitcher" "LAA.frequent.pitcher" "SEA.frequent.pitcher" "TEX.frequent.pitcher" "ATL.reserve.starting" "MIA.reserve.starting" "NYM.reserve.starting" "PHI.reserve.starting" "CHC.reserve.starting" "CIN.reserve.starting" "MIL.reserve.starting" "PIT.reserve.starting" "STL.reserve.starting" "COL.reserve.starting" "LAD.reserve.starting" "SD.reserve.starting" "BAL.reserve.starting" "BOS.reserve.starting" "TOR.reserve.starting" "CLE.reserve.starting" "DET.reserve.starting" "KC.reserve.starting" "HOU.reserve.starting" "LAA.reserve.starting" "TEX.reserve.starting" "ATL.first.innings" "MIA.first.innings" "NYM.first.innings" "PHI.first.innings" "WAS.first.innings" "CHC.first.innings" "CIN.first.innings" "MIL.first.innings" "PIT.first.innings" "STL.first.innings" "AZ.first.innings" "COL.first.innings" "LAD.first.innings" "SD.first.innings" "SF.first.innings" "BAL.first.innings" "BOS.first.innings" "NYY.first.innings" "TB.first.innings" "CLE.first.innings" "DET.first.innings" "KC.first.innings" "MIN.first.innings" "HOU.first.innings" "LAA.first.innings" "SEA.first.innings" "TEX.first.innings" "ATL.total" "MIA.total" "NYM.total" "PHI.total" "WAS.total" "CHC.total" "CIN.total" "MIL.total" "PIT.total" "STL.total" "AZ.total" "COL.total" "LAD.total" "SD.total" "SF.total" "BAL.total" "BOS.total" "NYY.total" "TB.total" "TOR.total" "CWS.total" "CLE.total" "DET.total" "KC.total" "MIN.total" "HOU.total" "LAA.total" "OAK.total" "SEA.total" "TEX.total" "MIA.homefield" "NYM.homefield" "CIN.homefield" "PIT.homefield" "STL.homefield" "AZ.homefield" "SD.homefield" "SF.homefield" "NYY.homefield" "CWS.homefield" "DET.homefield" "KC.homefield" "MIN.homefield" "HOU.homefield" "LAA.homefield" "MIA.managers" "NYM.managers" "PHI.managers" "CHC.managers" "STL.managers" "COL.managers" "SF.managers" "BOS.managers" "NYY.managers" "TB.managers" "CWS.managers" "CLE.managers" "DET.managers" "KC.managers" "HOU.managers" "LAA.managers" "TEX.managers" "PHI.topvote" "WAS.topvote" "CHC.topvote" "CIN.topvote" "MIL.topvote" "STL.topvote" "COL.topvote" "SF.topvote" "BAL.topvote" "BOS.topvote" "NYY.topvote" "TOR.topvote" "DET.topvote" "KC.topvote" "MIN.topvote" "SEA.topvote" "PHI.finalspot" "CHC.finalspot" "CIN.finalspot" "MIL.finalspot" "STL.finalspot" "LAD.finalspot" "SF.finalspot" "BOS.finalspot" "NYY.finalspot" "TOR.finalspot" "CWS.finalspot" "DET.finalspot" "KC.finalspot" "ATL.dnp.position" "MIA.dnp.position" "NYM.dnp.position" "PHI.dnp.position" "CHC.dnp.position" "CIN.dnp.position" "MIL.dnp.position" "PIT.dnp.position" "STL.dnp.position" "COL.dnp.position" "LAD.dnp.position" "BAL.dnp.position" "BOS.dnp.position" "NYY.dnp.position" "TB.dnp.position" "TOR.dnp.position" "DET.dnp.position" "KC.dnp.position" "MIN.dnp.position" "HOU.dnp.position" "LAA.dnp.position" "TEX.dnp.position" "ATL.dnp.pitcher" "MIA.dnp.pitcher" "NYM.dnp.pitcher" "PHI.dnp.pitcher" "WAS.dnp.pitcher" "CHC.dnp.pitcher" "CIN.dnp.pitcher" "MIL.dnp.pitcher" "PIT.dnp.pitcher" "STL.dnp.pitcher" "COL.dnp.pitcher" "LAD.dnp.pitcher" "SD.dnp.pitcher" "SF.dnp.pitcher" "BOS.dnp.pitcher" "NYY.dnp.pitcher" "TB.dnp.pitcher" "TOR.dnp.pitcher" "CWS.dnp.pitcher" "CLE.dnp.pitcher" "DET.dnp.pitcher" "KC.dnp.pitcher" "HOU.dnp.pitcher" "LAA.dnp.pitcher" "OAK.dnp.pitcher" "SEA.dnp.pitcher" "TEX.dnp.pitcher" "first" "first.NL" "first.AL" "dnp" "dnp.NL" "dnp.AL" "dnp.position" "dnp.position.NL" "dnp.position.AL" "dnp.pitcher" "dnp.pitcher.NL" "dnp.pitcher.AL" "freq" "freq.NL" "freq.AL" "reserve.starting" "reserve.starting.NL" "reserve.starting.AL" "all.players" "all.players.NL" "all.players.AL" "starter" "starter.NL" "starter.AL" "bullpen" "bullpen.NL" "position" "position.NL" "position.AL" "reserve" "reserve.NL" "reserve.AL" "MIA.ws" "NYM.ws" "PHI.ws" "CHC.ws" "STL.ws" "COL.ws" "SF.ws" "BOS.ws" "NYY.ws" "TB.ws" "CWS.ws" "CLE.ws" "DET.ws" "KC.ws" "HOU.ws" "LAA.ws" "TEX.ws" "ATL.post" "MIA.post" "NYM.post" "PHI.post" "WAS.post" "CHC.post" "CIN.post" "MIL.post" "PIT.post" "STL.post" "AZ.post" "COL.post" "LAD.post" "SD.post" "SF.post" "BAL.post" "BOS.post" "NYY.post" "TB.post" "TOR.post" "CWS.post" "CLE.post" "DET.post" "KC.post" "MIN.post" "HOU.post" "LAA.post" "OAK.post" "TEX.post" "dh" "time.zoneCT" "time.zoneET" "time.zoneMT" "time.zonePT" "ATL.atbreak" "MIA.atbreak" "NYM.atbreak" "PHI.atbreak" "WAS.atbreak" "CHC.atbreak" "CIN.atbreak" "MIL.atbreak" "PIT.atbreak" "STL.atbreak" "AZ.atbreak" "COL.atbreak" "LAD.atbreak" "SD.atbreak" "SF.atbreak" "BAL.atbreak" "BOS.atbreak" "NYY.atbreak" "TB.atbreak" "TOR.atbreak" "CWS.atbreak" "CLE.atbreak" "DET.atbreak" "KC.atbreak" "MIN.atbreak" "HOU.atbreak" "LAA.atbreak" "OAK.atbreak" "SEA.atbreak" "TEX.atbreak"
304615 2353500 3 0 0 0 0 0 0 0 0 4 0 1 0 0 2 0 0 3 0 1 1 0 0 0 0 0 2 0 2 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 2 2 0 0 0 0 1 2 0 1 1 1 1 1 0 1 3 1 0 1 2 0 1 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 1 0 2 0 0 0 1 0 1 1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 2 1 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 0 3 1 1 1 0 2 1 1 0 1 0 2 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 3 2 1 1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 2 2 0 0 1 0 1 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 3 0 1 0 0 1 0 0 1 0 0 0 0 0 0 1 2 1 7 3 1 1 0 2 1 2 1 5 1 3 3 1 2 1 3 5 1 3 3 1 1 2 1 1 3 4 5 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 32 16 16 6 3 3 3 1 2 3 2 1 15 6 9 1 1 0 69 34 35 14 8 6 11 5 44 21 23 25 12 13 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 1 1 0 1 0 1 0 0 0.656 0.516 0.43 0.565 0.521 0.5 0.462 0.398 0.451 0.521 0.553 0.515 0.527 0.365 0.606 0.451 0.591 0.613 0.348 0.516 0.479 0.436 0.272 0.554 0.473 0.532 0.533 0.581 0.624 0.409
303321 2391830 0 0 1 0 0 1 1 0 0 3 0 0 0 0 1 0 1 3 0 0 0 0 1 0 0 2 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 2 0 1 2 0 1 0 0 1 1 1 0 1 1 2 1 0 0 3 1 1 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0 0 1 0 1 0 0 1 0 0 0 1 0 1 1 0 1 0 2 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 2 0 0 1 0 0 0 1 0 1 0 0 1 1 2 0 1 0 1 0 1 1 0 0 0 0 1 0 0 1 1 1 1 0 3 1 1 1 1 1 0 0 2 0 0 1 1 0 2 2 0 0 1 0 1 0 1 0 1 4 0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 3 0 0 0 0 1 0 1 2 0 0 1 0 0 0 1 1 0 1 4 2 2 0 3 4 2 1 3 1 1 2 1 2 1 3 8 1 1 1 5 2 1 1 4 2 2 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 9 13 1 1 0 1 1 0 0 0 0 23 13 10 1 1 0 67 33 34 13 6 7 10 4 44 23 21 26 14 12 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0.517 0.511 0.506 0.529 0.356 0.54 0.534 0.523 0.453 0.621 0.348 0.414 0.558 0.534 0.551 0.435 0.558 0.64 0.483 0.443 0.548 0.483 0.483 0.365 0.54 0.5 0.54 0.547 0.372 0.57
467092 2391840 0 0 2 1 0 2 0 0 0 4 0 0 1 0 0 1 5 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 3 0 1 0 0 1 1 1 2 1 0 1 0 1 1 0 1 0 1 2 0 1 1 0 1 1 0 1 2 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 1 0 0 0 1 1 1 1 0 1 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 1 0 1 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 1 2 1 1 1 2 0 1 1 1 0 2 1 0 1 0 2 0 0 0 1 3 0 1 0 1 1 0 1 0 0 0 0 0 0 3 1 0 1 1 0 1 2 0 0 0 1 1 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 2 0 0 0 2 0 0 0 0 0 0 4 1 0 0 0 0 0 0 1 0 0 2 4 3 3 2 2 1 1 1 6 1 1 2 1 1 3 6 3 1 2 4 1 1 1 2 3 3 1 1 4 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 23 14 9 4 3 1 2 2 0 2 1 1 20 11 9 1 1 0 67 34 33 13 6 7 10 5 44 23 21 25 14 11 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0.562 0.512 0.5 0.506 0.591 0.494 0.398 0.477 0.448 0.636 0.478 0.356 0.455 0.539 0.425 0.54 0.563 0.535 0.315 0.5 0.663 0.534 0.488 0.345 0.558 0.506 0.591 0.506 0.448 0.535
422790 2375310 0 0 4 1 1 0 0 0 1 1 0 0 1 0 0 0 3 2 0 0 0 0 2 0 0 0 1 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 3 2 0 1 0 0 0 1 1 2 0 1 1 0 0 1 0 1 0 3 4 1 1 0 1 1 0 0 1 2 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 1 1 0 0 1 1 0 0 0 1 0 0 0 1 1 1 0 0 1 2 1 0 1 0 0 0 0 0 1 0 0 0 2 0 0 0 1 0 1 0 0 1 1 0 1 2 0 0 0 0 0 0 0 0 0 1 1 2 2 0 0 1 2 1 0 1 1 1 0 0 0 1 1 1 1 2 1 0 1 2 0 0 0 1 1 2 0 1 0 1 0 0 0 0 2 0 0 1 0 1 1 2 0 1 1 2 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 2 0 1 0 0 0 1 1 0 0 0 0 0 0 1 2 0 0 1 0 0 0 1 1 0 3 2 6 3 1 1 1 3 2 4 1 2 2 1 1 1 4 4 1 5 7 1 3 1 3 2 1 1 2 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 25 13 12 7 3 4 4 1 3 3 2 1 24 11 13 2 1 1 71 35 36 15 8 7 10 5 46 22 24 28 13 15 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0.449 0.442 0.596 0.46 0.422 0.386 0.506 0.489 0.333 0.552 0.489 0.506 0.523 0.545 0.506 0.456 0.616 0.581 0.438 0.557 0.648 0.46 0.67 0.356 0.547 0.483 0.489 0.511 0.483 0.511
391596 2372030 0 0 3 1 0 0 1 1 0 0 0 0 1 1 1 0 1 2 0 0 0 0 3 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 2 0 1 1 1 1 1 0 0 0 1 2 1 1 1 0 2 1 0 2 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 1 0 1 1 0 0 1 0 0 0 0 1 1 1 1 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 2 0 0 0 2 0 0 2 0 2 1 0 0 2 0 0 0 0 0 2 1 1 0 1 1 1 0 0 1 1 0 0 1 1 0 0 1 0 0 0 1 0 3 3 0 0 0 2 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 1 1 0 0 0 0 0 0 1 0 1 2 0 0 1 0 0 0 1 1 0 3 1 4 3 1 2 1 3 1 1 3 2 3 3 1 1 5 3 1 1 1 3 5 1 3 2 3 1 2 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 10 9 2 2 0 0 0 0 2 2 0 20 9 11 0 0 0 65 34 31 13 7 6 10 6 42 21 21 24 12 12 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0.528 0.472 0.552 0.5 0.409 0.506 0.409 0.557 0.455 0.471 0.522 0.5 0.551 0.563 0.442 0.432 0.609 0.5 0.391 0.494 0.453 0.591 0.605 0.432 0.511 0.438 0.602 0.5 0.576 0.432
403832 2393960 1 1 0 1 0 3 0 2 0 1 0 0 0 0 0 0 4 2 0 0 0 1 0 0 1 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 1 1 2 0 1 1 1 0 0 2 0 2 0 2 1 1 0 1 1 0 0 0 3 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 2 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 2 1 0 0 0 0 1 1 0 2 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 1 1 0 1 0 0 0 0 1 0 0 0 3 1 2 1 1 0 1 0 1 2 1 3 0 2 0 2 1 0 1 0 0 2 0 0 3 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 2 2 0 0 0 0 0 0 2 0 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 2 0 0 0 0 0 1 0 1 2 2 2 2 2 1 8 1 3 1 2 2 2 1 1 2 1 7 3 3 1 2 2 1 1 3 2 3 1 1 4 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 28 13 15 4 2 2 3 1 2 1 1 0 15 7 8 3 2 1 67 34 33 12 7 5 11 5 44 22 22 25 13 12 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0.474 0.526 0.537 0.542 0.375 0.6 0.479 0.547 0.468 0.552 0.495 0.406 0.484 0.389 0.421 0.489 0.588 0.526 0.585 0.495 0.568 0.436 0.5 0.448 0.558 0.463 0.6 0.537 0.389 0.521
373761 2409080 0 1 2 2 0 0 0 1 0 2 0 0 0 0 1 0 2 2 1 1 0 0 0 0 1 0 0 0 1 1 0 1 2 0 0 1 0 0 2 0 1 1 0 0 0 3 0 2 0 0 0 1 0 0 1 2 1 0 1 1 0 0 3 1 0 0 1 1 0 1 1 1 1 0 1 1 0 4 1 0 1 2 0 1 2 2 0 0 2 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 1 1 1 0 1 0 2 0 0 0 1 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 1 1 1 1 0 0 1 1 0 0 1 1 0 0 0 0 2 0 0 0 1 1 0 0 0 1 0 3 1 0 0 0 1 2 1 2 2 1 1 1 1 0 3 1 0 0 3 1 0 1 1 1 1 1 1 0 2 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 1 1 0 1 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 1 2 0 0 0 1 0 1 0 0 0 0 0 0 1 2 0 0 0 0 1 0 0 1 1 1 2 4 5 1 1 1 3 2 3 2 2 3 2 2 1 6 3 5 2 1 1 5 1 2 2 3 1 2 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 2 0 0 0 0 1 1 1 0 1 1 0 0 1 0 0 1 0 1 1 0 0 2 0 0 0 0 0 1 0 0 1 1 0 0 30 16 14 19 9 10 8 3 5 11 6 5 18 9 9 3 1 2 72 36 36 13 7 6 13 7 46 22 24 28 13 15 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0.489 0.511 0.483 0.558 0.299 0.5 0.483 0.511 0.432 0.538 0.427 0.534 0.636 0.409 0.557 0.455 0.614 0.58 0.539 0.489 0.511 0.393 0.552 0.42 0.506 0.5 0.57 0.43 0.523 0.552
